Date of Download: 2023-08-16_14:22:11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
"Search Parameters: Data Level:all  Trait List:  Trial List:10535,8702,9128,9225,7676,7671,9372,9353,9832,11615,11236  Accession List:  Plot List:  Plant List:  Location List:  Year List:  Include Timestamp:0  Trait Contains:  Minimum Phenotype:   Maximum Phenotype:  Exclude Phenotype Outlier: 0",,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
studyYear,programDbId,programName,programDescription,studyDbId,studyName,studyDescription,studyDesign,plotWidth,plotLength,fieldSize,fieldTrialIsPlannedToBeGenotyped,fieldTrialIsPlannedToCross,plantingDate,harvestDate,locationDbId,locationName,germplasmDbId,germplasmName,germplasmSynonyms,observationLevel,observationUnitDbId,observationUnitName,replicate,blockNumber,plotNumber,rowNumber,colNumber,entryType,plantNumber,Cassava anthracnose disease severity|month 5|COMP:0000273,Cassava anthracnose disease severity|month 7|COMP:0000274,Cassava bacterial blight severity|month 5|COMP:0000271,Cassava bacterial blight severity|month 7|COMP:0000272,Change in weight after boiling computation percentage|month 10|boiling time 20 minutes|COMP:0000224,Change in weight after boiling computation percentage|month 10|boiling time 30 minutes|COMP:0000225,Total carotenes ug/g NIRS 400-2500 nm|CO_334:0001051,beta carotene content ug/g NIRS 400-2500 nm|CO_334:0001053,branching level counting|CO_334:0000079,cassava anthractnose disease severity in 3-month|CO_334:0000218,cassava bacterial blight severity 3-month evaluation|CO_334:0000175,dry matter content by specific gravity method|CO_334:0000160,dry matter content by table-top NIRS in percentage|CO_334:0002057,first apical branch height measurement in cm|CO_334:0000106,fresh root yield|CO_334:0000013,fresh storage root weight per plot|CO_334:0000012,initial plant vigor assessment 1-5|CO_334:0000220,lodged plants estimation 1-3|CO_334:0000301,lodged plants estimation 1-3|month 6|COMP:0000208,marketable root number counting|CO_334:0000169,marketable root weight measurement in kg|CO_334:0000131,number of planted stakes per plant counting|CO_334:0000300,number of planted stakes per plot counting|CO_334:0000159,plant architecture visual rating 1-5|CO_334:0000099,plant height measurement in cm|CO_334:0000018,plant height with leaf in cm|CO_334:0000123,plant stands harvested counting|CO_334:0000010,root color visual rating 1-3|CO_334:0000221,root constriction visual rating 1-3|CO_334:0000109,root evaluation scaled 1-5|CO_334:0000228,root length evaluation scaled 1-3|CO_334:0000226,root number per plot counting|CO_334:0000011,root weight in air|CO_334:0000157,root weight in water|CO_334:0000158,rotted storage root counting|CO_334:0000084,sprout count discrete counting|CO_334:0000138,storage root neck length visual rating 1-3|CO_334:0000223,storage root shape visual rating 1-6|CO_334:0000020,thrips severity : visual 1-5|CO_334:0002084,total carotenoid by chart 1-8|CO_334:0000161,notes
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",2169454,GM9122-1,,plot,3662220,202053DMPRC_cere_rep2_GM9122-1_17,2,2,17,2,10,test,,1,1,2,2,,,,,0,1,1,37.55669767,,345,39.55555556,28.48,5,2,,28,20.36,20,25,2,345,45,9,3,1,2,2,67,4880,580,,23,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",2169370,GM8867-27,,plot,3662222,202053DMPRC_cere_rep2_GM8867-27_18,2,2,18,2,9,test,,1,1,2,2,,,,,1,1,1,39.30740541,,170,60.375,43.47,5,1,,48,33.89,24,25,2,300,30,9,2,1,2,2,83,4240,540,,25,2,2,1,3," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",154913,SM2775-4,,plot,3662196,202053DMPRC_cere_rep2_SM2775-4_19,2,2,19,2,8,check,,1,1,2,2,,,,,4,1,1,37.85239316,,175,58.69444444,42.26,4,2,,48,34.92,25,25,3,325,15,9,3,1,2,2,70,5320,640,2,17,2,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",147207,TAI8,Tai8,plot,3662194,202053DMPRC_cere_rep2_TAI8_20,2,2,20,2,7,check,,1,1,2,2,,,,,3,1,1,37.69325792,,155,64.61111111,46.52,4,2,,52,39.26,25,25,2,240,30,9,1,1,2,2,75,5020,600,,25,1,2,1,3," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",310416,SM3559-11,,plot,3662226,202053DMPRC_cere_rep2_SM3559-11_21,2,2,21,2,6,test,,1,1,2,2,,,,,0,1,1,40.20986813,,335,52.27777778,37.64,5,1,,37,23.86,25,25,1,335,50,9,2,1,2,2,93,5240,690,,25,2,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",316488,SM3640-20,,plot,3662213,202053DMPRC_cere_rep2_SM3640-20_22,2,2,22,2,5,test,,1,1,2,2,,,,,0,1,1,39.02888372,,300,54.63888889,39.34,5,1,,55,31.86,24,25,2,300,20,9,3,1,1,2,93,4920,620,,25,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",236646,SMB2446-2,"Caiseli,Caiselli,CAISELLI",plot,3662223,202053DMPRC_cere_rep2_SMB2446-2_23,2,2,23,2,4,check,,1,1,2,2,,,,,1,1,1,39.22963636,,35,49.27777778,35.48,5,1,,38,21.28,25,25,1,330,35,9,3,1,2,2,78,3780,480,,25,2,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",180741,SM2828-28,,plot,3662205,202053DMPRC_cere_rep2_SM2828-28_24,2,2,24,2,3,test,,1,1,2,2,,,,,1,1,1,39.91077295,,30,46.27777778,33.32,5,1,,42,24.36,25,25,2,350,60,9,3,1,2,2,82,4760,620,,24,2,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",2169442,GM9109-5,,plot,3662224,202053DMPRC_cere_rep2_GM9109-5_25,2,2,25,2,2,test,,1,1,2,2,,,,,1,1,1,40.21344473,,135,43.77777778,31.52,4,1,,38,24.64,25,25,2,300,45,9,3,1,2,2,73,4480,590,,25,2,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",316524,SM3641-2,,plot,3662197,202053DMPRC_cere_rep2_SM3641-2_26,2,2,26,2,1,test,,1,1,2,2,,,,,1,1,1,38.61849558,,140,60.22222222,43.36,5,2,,48,31.94,25,25,2,310,30,9,3,1,2,2,98,5160,640,,25,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",271094,COSTENA,Costena,plot,3662219,202053DMPRC_cere_rep2_COSTENA_27,2,2,27,3,1,check,,1,1,2,2,,,,,0,1,1,35.88556757,,300,64.27777778,46.28,4,2,,39,34.76,18,25,2,300,40,9,3,1,2,3,89,4160,460,,18,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",2169457,GM9124-13,,plot,3662215,202053DMPRC_cere_rep2_GM9124-13_28,2,2,28,3,2,test,,1,1,2,2,,,,,0,1,1,40.16286486,,280,53.61111111,38.6,4,2,,35,31.48,16,25,3,280,65,9,3,1,1,3,55,4260,560,,25,2,2,2,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",316524,SM3641-2,,plot,3662221,202053DMPRC_cere_rep3_SM3641-2_29,3,3,29,3,3,test,,1,1,2,2,,,,,0,1,1,39.16374046,,300,57.22222222,41.2,5,1,,48,32.14,24,25,1,300,30,9,3,1,1,2,91,4500,570,,22,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",2169442,GM9109-5,,plot,3662198,202053DMPRC_cere_rep3_GM9109-5_30,3,3,30,3,4,test,,1,1,2,2,,,,,1,1,1,39.1577,,140,53.36111111,38.42,4,1,,30,23.98,24,25,2,300,45,9,3,1,1,3,70,4580,580,,24,2,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",271094,COSTENA,Costena,plot,3662199,202053DMPRC_cere_rep3_COSTENA_31,3,3,31,3,5,check,,1,1,2,2,,,,,0,1,1,33.6186,,265,70.61111111,50.84,4,1,,35,38.12,16,25,2,265,40,9,3,1,2,3,75,4440,440,,17,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",310416,SM3559-11,,plot,3662233,202053DMPRC_cere_rep3_SM3559-11_32,3,3,32,3,6,test,,1,1,2,2,,,,,3,1,1,39.57219048,,205,50.86111111,36.62,5,1,,30,17.38,25,25,2,302,25,9,2,1,2,2,112,4820,620,,25,2,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",139268,CM4919-1,,plot,3662204,202053DMPRC_cere_rep3_CM4919-1_33,3,3,33,3,7,check,,1,1,2,2,,,,,0,1,1,37.31133333,,310,68.38888889,49.24,4,2,,51,42.5,24,25,2,310,60,9,3,1,2,3,74,4420,520,,25,1,2,1,3," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",2169370,GM8867-27,,plot,3662200,202053DMPRC_cere_rep3_GM8867-27_34,3,3,34,3,8,test,,1,1,2,2,,,,,1,1,1,39.49513716,,170,57.69444444,41.54,4,1,,44,32.24,20,25,2,300,35,9,2,1,2,3,74,4600,590,,24,1,2,1,3," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",147207,TAI8,Tai8,plot,3662201,202053DMPRC_cere_rep3_TAI8_35,3,3,35,3,9,check,,1,1,2,2,,,,,0,1,1,35.73288714,,295,61.5,44.28,4,1,,47,36.24,24,25,2,295,45,9,1,1,2,2,79,4280,470,5,25,1,2,1,3," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",236646,SMB2446-2,"Caiseli,Caiselli,CAISELLI",plot,3662232,202053DMPRC_cere_rep3_SMB2446-2_36,3,3,36,3,10,check,,1,1,2,2,,,,,0,1,1,40.32580952,,305,49.36111111,35.54,5,1,,50,25.52,20,25,2,305,50,9,3,1,2,2,95,4840,640,,25,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",2169457,GM9124-13,,plot,3662210,202053DMPRC_cere_rep3_GM9124-13_37,3,3,37,3,11,test,,1,1,2,2,,,,,2,1,1,40.0775174,,55,63.47222222,45.7,4,1,,52,41.94,25,25,3,300,40,9,3,1,1,3,64,4960,650,,25,2,2,2,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",316488,SM3640-20,,plot,3662216,202053DMPRC_cere_rep3_SM3640-20_38,3,3,38,3,12,test,,1,1,2,2,,,,,1,1,1,39.49513716,,325,52,37.44,5,1,,45,25.62,20,25,2,390,50,9,3,1,2,2,95,4600,590,,25,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",180741,SM2828-28,,plot,3662207,202053DMPRC_cere_rep3_SM2828-28_39,3,3,39,3,13,test,,1,1,2,2,,,,,2,1,1,41.15738916,,30,42.05555556,30.28,5,2,,48,21.86,25,25,3,345,25,9,3,1,2,2,96,4700,640,,25,2,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",2169454,GM9122-1,,plot,3662214,202053DMPRC_cere_rep3_GM9122-1_40,3,3,40,4,13,test,,1,1,2,2,,,,,1,1,1,38.81857143,,230,75.41666667,54.3,5,2,,65,37.8,25,25,3,400,50,9,3,1,2,3,125,4800,600,,21,2,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",154913,SM2775-4,,plot,3662193,202053DMPRC_cere_rep3_SM2775-4_41,3,3,41,4,12,check,,1,1,2,2,,,,,4,1,1,38.91396624,,165,45.44444444,32.72,5,3,,40,25.52,25,25,3,300,35,9,3,1,2,2,70,5420,680,,23,2,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9128,202053DMPRC_cere,202053DMPRC_cere,RCBD,4,,5,no,no,2020-September-07,2021-July-02,64,"Cerete. Cordoba, Colombia",2169375,GM8868-59,,plot,3662234,202053DMPRC_cere_rep3_GM8868-59_42,3,3,42,4,11,test,,1,1,2,2,,,,,0,1,1,39.90668449,,345,37.25,26.82,5,1,,25,18.8,18,25,2,345,45,9,2,1,2,3,50,4300,560,5,23,2,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",139257,CG1141-1,,plot,3729481,202054CQPRC_pivi_rep1_CG1141-1_5,1,1,5,1,5,check,,,,,,,,,,1,,,31.45641474,,130,16.11111111,11.6,3,1,,27,7.5,6,25,2,190,45,9,3,1,2,3,64,4700,413,3,21,1,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",152748,CM9456-12,,plot,3729502,202054CQPRC_pivi_rep1_CM9456-12_11,1,1,11,2,6,test,,,,,,,,,,0,,,32.47416706,,225,20.13888889,14.5,4,1,,35,11.8,8,25,1,225,35,9,3,1,1,3,67,4700,438,0,25,1,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",230102,CM9912-167,,plot,3729516,202054CQPRC_pivi_rep1_CM9912-167_15,1,1,15,2,2,test,,,,,,,,,,1,,,30.45046382,,200,16.94444444,12.2,4,1,,28,9.2,8,25,2,225,50,9,1,1,1,3,54,4700,388,0,24,1,2,1,2," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",139299,COL2215,,plot,3729479,202054CQPRC_pivi_rep1_COL2215_14,1,1,14,2,3,check,,,,,,,,,,3,,,36.65173506,,120,10.97222222,7.9,4,2,,30,6.3,6,25,3,160,28,9,3,1,3,3,50,4100,469,0,25,1,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",139299,COL2215,,plot,3729501,202054CQPRC_pivi_rep1_COL2215_16,1,1,16,2,1,check,,,,,,,,,,3,,,35.14804059,,100,15.55555556,11.2,4,1,,37,9.5,6,25,4,190,30,9,3,1,2,3,54,4800,513,0,24,1,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",269469,GM1406-13,,plot,3729517,202054CQPRC_pivi_rep1_GM1406-13_9,1,1,9,2,8,test,,,,,,,,,,1,,,29.37705693,,155,11.11111111,8,3,1,,18,6.2,4,25,3,160,40,9,3,1,2,2,33,4700,361,2,21,1,2,1,2," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",2169385,GM8870-29,,plot,3729476,202054CQPRC_pivi_rep1_GM8870-29_6,1,1,6,1,6,test,,,,,,,,,,0,,,31.48875609,,195,36.11111111,26,4,1,,50,23.6,8,25,2,195,40,9,2,1,1,3,66,4725,416,0,21,1,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",2169394,GM8870-84,,plot,3729507,202054CQPRC_pivi_rep1_GM8870-84_12,1,1,12,2,5,test,,,,,,,,,,2,,,34.01978099,,85,18.19444444,13.1,4,1,,34,11.5,8,25,3,160,25,9,2,1,1,3,45,4775,483,0,23,1,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",2169430,GM9103-22,,plot,3729506,202054CQPRC_pivi_rep1_GM9103-22_7,1,1,7,1,7,test,,,,,,,,,,1,,,32.91959646,,140,10.69444444,7.7,3,2,,20,5,4,25,4,165,15,9,3,1,2,3,42,4000,382,0,23,1,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",2169440,GM9108-5,,plot,3729515,202054CQPRC_pivi_rep1_GM9108-5_1,1,1,1,1,1,test,,,,,,,,,,1,,,33.71473255,,175,21.11111111,15.2,4,1,,45,13.4,8,25,1,210,45,9,1,1,1,3,70,4900,488,0,25,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",140368,SM1127-8,,plot,3729494,202054CQPRC_pivi_rep1_SM1127-8_13,1,1,13,2,4,test,,,,,,,,,,3,,,34.25,,120,14.30555556,10.3,4,1,,30,6.8,8,25,2,200,15,9,2,1,2,3,68,4300,440,1,22,1,3,1,2," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",140637,SM1759-29,,plot,3729510,202054CQPRC_pivi_rep1_SM1759-29_8,1,1,8,1,8,test,,,,,,,,,,1,,,33.55552536,,135,13.88888889,10,3,1,,31,8,4,25,4,170,35,9,3,1,2,3,52,4900,484,4,23,1,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",298109,SM3386-49,,plot,3729496,202054CQPRC_pivi_rep1_SM3386-49_4,1,1,4,1,4,test,,,,,,,,,,1,,,33.18401963,,90,15.69444444,11.3,4,1,,35,9,6,25,3,170,30,9,2,1,2,3,60,4625,448,0,22,1,3,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",285973,SM3387-40,,plot,3729504,202054CQPRC_pivi_rep1_SM3387-40_2,1,1,2,1,2,test,,,,,,,,,,0,,,31.2895978,,230,10.41666667,7.5,3,1,,27,6.5,8,25,1,230,40,9,3,1,2,3,39,4575,398,4,25,1,3,3,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",310088,SM3553-27,,plot,3729509,202054CQPRC_pivi_rep1_SM3553-27_10,1,1,10,2,7,test,,,,,,,,,,2,,,33.63509289,,200,24.72222222,17.8,4,1,,40,17,8,25,2,250,35,9,3,1,1,3,50,4900,486,0,15,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",236646,SMB2446-2,"Caiseli,Caiselli,CAISELLI",plot,3729513,202054CQPRC_pivi_rep1_SMB2446-2_3,1,1,3,1,3,check,,,,,,,,,,0,,,31.48070175,,215,10.41666667,7.5,4,1,,18,4.2,8,25,1,215,50,9,2,1,3,3,51,4500,396,4,25,1,3,1,2," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",139257,CG1141-1,,plot,3729473,202054CQPRC_pivi_rep2_CG1141-1_30,2,2,30,4,3,check,,,,,,,,,,1,,,36.16029541,,165,17.63888889,12.7,4,1,,35,9.4,8,25,2,190,50,9,3,1,2,3,63,3850,431,0,22,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",152748,CM9456-12,,plot,3729489,202054CQPRC_pivi_rep2_CM9456-12_17,2,2,17,3,1,test,,,,,,,,,,0,,,33.59730942,,240,26.66666667,19.2,4,1,,50,15.5,8,25,1,240,35,9,3,1,1,3,85,4950,490,0,25,1,2,1,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",230102,CM9912-167,,plot,3729511,202054CQPRC_pivi_rep2_CM9912-167_25,2,2,25,4,8,test,,,,,,,,,,1,,,30.22140784,,160,9.305555556,6.7,4,1,,20,4.8,6,25,3,190,50,9,1,1,2,3,40,4500,366,0,24,1,3,2,3," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",139299,COL2215,,plot,3729482,202054CQPRC_pivi_rep2_COL2215_19,2,2,19,3,3,check,,,,,,,,,,3,,,37.08287402,,155,13.47222222,9.7,4,1,,28,8,6,25,3,220,45,9,3,1,2,3,47,4600,536,0,25,1,3,2,1," (Operator: lizbethpino, Time: )"
2020,174,CIAT,"CIAT cassava breeding, Cali, Colombia",9225,202054CQPRC_pivi,202054CQPRC_pivi,RCBD,5,4,,no,no,2020-September-09,2021-July-22,120,"Pivijay. Magdalena, Colombia",139299,COL2215,,plot,3729492,202054CQPRC_pivi_rep2_COL2215_28,2,2,28,4,5,check,,,,,,,,,,4,,,36.97714932,,80,8.611111111,6.2,4,1,,16,3.5,6,25,3,160,30,9,3,1,4,3,42,3500,406,0,25,1,3,2,1," (Operator: lizbethpino, Time: )"
